latitude,longitude,name
51.75,2.041,GALLOPER
51.971,2.079,GALLOPER
51.821,2.052,GALLOPER
51.98,2.081,GALLOPER
51.981,2.065,GALLOPER
51.979,2.097,GALLOPER
51.731,1.23,GUNFLEET SANDS 1
51.725,1.191,GUNFLEET SANDS 1
51.987,2.098,GALLOPER
51.715,1.2,GUNFLEET SANDS 1
51.972,2.063,GALLOPER
51.726,1.205,GUNFLEET SANDS 1
51.739,1.238,GUNFLEET SANDS 1
51.73,1.202,GUNFLEET SANDS 1
51.74,1.252,GUNFLEET SANDS 1
51.742,1.235,GUNFLEET SANDS 1
51.735,1.241,GUNFLEET SANDS 1
51.732,1.244,GUNFLEET SANDS 1
51.738,1.224,GUNFLEET SANDS 1
51.742,1.221,GUNFLEET SANDS 1
51.728,1.233,GUNFLEET SANDS 1
51.99,2.082,GALLOPER
51.735,1.227,GUNFLEET SANDS 1
51.747,1.246,GUNFLEET SANDS 1
51.97,2.095,GALLOPER
51.724,1.236,GUNFLEET SANDS 2
51.734,1.272,GUNFLEET SANDS 2
51.725,1.25,GUNFLEET SANDS 2
51.737,1.21,GUNFLEET SANDS 1
51.721,1.239,GUNFLEET SANDS 2
51.723,1.222,GUNFLEET SANDS 1
51.726,1.197,GUNFLEET SANDS 1
51.729,1.188,GUNFLEET SANDS 1
51.711,1.203,GUNFLEET SANDS 2
51.708,1.206,GUNFLEET SANDS 2
51.729,1.247,GUNFLEET SANDS 2
51.729,1.261,GUNFLEET SANDS 2
51.742,1.293,GUNFLEET SANDS 2
51.704,1.195,GUNFLEET SANDS DEMO
51.712,1.217,GUNFLEET SANDS 2
51.719,1.211,GUNFLEET SANDS 1
51.75,1.243,GUNFLEET SANDS 1
51.722,1.194,GUNFLEET SANDS 1
51.707,1.192,GUNFLEET SANDS DEMO
51.72,1.225,GUNFLEET SANDS 2
53.452,-3.462,GWYNT Y MOR
51.734,1.213,GUNFLEET SANDS 1
51.716,1.214,GUNFLEET SANDS 2
51.733,1.258,GUNFLEET SANDS 2
51.733,1.199,GUNFLEET SANDS 1
51.746,1.29,GUNFLEET SANDS 2
51.737,1.269,GUNFLEET SANDS 2
51.738,1.283,GUNFLEET SANDS 2
51.741,1.28,GUNFLEET SANDS 2
51.717,1.228,GUNFLEET SANDS 2
51.723,1.208,GUNFLEET SANDS 1
53.479,-3.565,GWYNT Y MOR
53.474,-3.549,GWYNT Y MOR
53.491,-3.565,GWYNT Y MOR
53.469,-3.511,GWYNT Y MOR
53.48,-3.554,GWYNT Y MOR
53.446,-3.565,GWYNT Y MOR
53.474,-3.56,GWYNT Y MOR
53.468,-3.543,GWYNT Y MOR
53.452,-3.527,GWYNT Y MOR
53.452,-3.538,GWYNT Y MOR
53.485,-3.517,GWYNT Y MOR
53.485,-3.56,GWYNT Y MOR
53.452,-3.549,GWYNT Y MOR
53.452,-3.559,GWYNT Y MOR
53.452,-3.516,GWYNT Y MOR
53.469,-3.522,GWYNT Y MOR
53.469,-3.533,GWYNT Y MOR
53.468,-3.554,GWYNT Y MOR
53.474,-3.527,GWYNT Y MOR
53.457,-3.532,GWYNT Y MOR
53.48,-3.544,GWYNT Y MOR
53.457,-3.522,GWYNT Y MOR
53.446,-3.554,GWYNT Y MOR
53.49,-3.6,GWYNT Y MOR
53.474,-3.538,GWYNT Y MOR
53.452,-3.505,GWYNT Y MOR
53.485,-3.549,GWYNT Y MOR
53.48,-3.522,GWYNT Y MOR
53.48,-3.533,GWYNT Y MOR
53.485,-3.538,GWYNT Y MOR
53.49,-3.59,GWYNT Y MOR
53.474,-3.516,GWYNT Y MOR
53.462,-3.616,GWYNT Y MOR
53.458,-3.5,GWYNT Y MOR
53.463,-3.538,GWYNT Y MOR
53.463,-3.605,GWYNT Y MOR
53.463,-3.527,GWYNT Y MOR
53.457,-3.543,GWYNT Y MOR
53.457,-3.565,GWYNT Y MOR
53.462,-3.627,GWYNT Y MOR
53.457,-3.632,GWYNT Y MOR
53.457,-3.611,GWYNT Y MOR
53.451,-3.627,GWYNT Y MOR
53.458,-3.489,GWYNT Y MOR
53.474,-3.606,GWYNT Y MOR
53.474,-3.627,GWYNT Y MOR
53.463,-3.495,GWYNT Y MOR
53.457,-3.511,GWYNT Y MOR
53.457,-3.554,GWYNT Y MOR
53.463,-3.505,GWYNT Y MOR
53.463,-3.595,GWYNT Y MOR
53.479,-3.6,GWYNT Y MOR
53.463,-3.549,GWYNT Y MOR
53.457,-3.621,GWYNT Y MOR
53.468,-3.565,GWYNT Y MOR
53.462,-3.638,GWYNT Y MOR
53.451,-3.638,GWYNT Y MOR
53.463,-3.56,GWYNT Y MOR
53.446,-3.61,GWYNT Y MOR
53.479,-3.611,GWYNT Y MOR
53.44,-3.57,GWYNT Y MOR
53.474,-3.616,GWYNT Y MOR
53.463,-3.516,GWYNT Y MOR
53.44,-3.659,GWYNT Y MOR
53.451,-3.594,GWYNT Y MOR
53.434,-3.643,GWYNT Y MOR
53.423,-3.621,GWYNT Y MOR
53.44,-3.67,GWYNT Y MOR
53.446,-3.686,GWYNT Y MOR
53.479,-3.622,GWYNT Y MOR
53.485,-3.617,GWYNT Y MOR
53.468,-3.643,GWYNT Y MOR
53.451,-3.605,GWYNT Y MOR
53.457,-3.6,GWYNT Y MOR
53.429,-3.637,GWYNT Y MOR
53.423,-3.632,GWYNT Y MOR
53.468,-3.589,GWYNT Y MOR
53.473,-3.638,GWYNT Y MOR
53.468,-3.665,GWYNT Y MOR
53.479,-3.589,GWYNT Y MOR
53.423,-3.61,GWYNT Y MOR
53.485,-3.571,GWYNT Y MOR
53.468,-3.611,GWYNT Y MOR
53.462,-3.681,GWYNT Y MOR
53.451,-3.616,GWYNT Y MOR
53.457,-3.589,GWYNT Y MOR
53.446,-3.589,GWYNT Y MOR
53.451,-3.692,GWYNT Y MOR
53.468,-3.6,GWYNT Y MOR
53.435,-3.589,GWYNT Y MOR
53.468,-3.676,GWYNT Y MOR
53.44,-3.616,GWYNT Y MOR
53.445,-3.675,GWYNT Y MOR
53.452,-3.57,GWYNT Y MOR
53.462,-3.649,GWYNT Y MOR
53.457,-3.654,GWYNT Y MOR
53.451,-3.648,GWYNT Y MOR
53.44,-3.648,GWYNT Y MOR
53.474,-3.595,GWYNT Y MOR
53.434,-3.654,GWYNT Y MOR
53.468,-3.633,GWYNT Y MOR
53.468,-3.622,GWYNT Y MOR
53.44,-3.605,GWYNT Y MOR
53.474,-3.571,GWYNT Y MOR
53.462,-3.67,GWYNT Y MOR
53.446,-3.643,GWYNT Y MOR
53.446,-3.621,GWYNT Y MOR
53.446,-3.6,GWYNT Y MOR
53.456,-3.676,GWYNT Y MOR
53.485,-3.606,GWYNT Y MOR
53.445,-3.654,GWYNT Y MOR
53.451,-3.681,GWYNT Y MOR
53.429,-3.605,GWYNT Y MOR
53.446,-3.632,GWYNT Y MOR
53.456,-3.686,GWYNT Y MOR
53.435,-3.599,GWYNT Y MOR
53.423,-3.599,GWYNT Y MOR
53.468,-3.654,GWYNT Y MOR
53.462,-3.659,GWYNT Y MOR
53.485,-3.595,GWYNT Y MOR
53.445,-3.665,GWYNT Y MOR
53.451,-3.67,GWYNT Y MOR
53.457,-3.665,GWYNT Y MOR
53.429,-3.594,GWYNT Y MOR
53.457,-3.643,GWYNT Y MOR
53.451,-3.659,GWYNT Y MOR
53.446,-3.5,GWYNT Y MOR
53.469,-3.5,GWYNT Y MOR
53.491,-3.533,GWYNT Y MOR
53.446,-3.521,GWYNT Y MOR
53.463,-3.484,GWYNT Y MOR
53.469,-3.489,GWYNT Y MOR
53.452,-3.484,GWYNT Y MOR
53.452,-3.473,GWYNT Y MOR
53.446,-3.543,GWYNT Y MOR
53.435,-3.61,GWYNT Y MOR
53.418,-3.615,GWYNT Y MOR
53.49,-3.611,GWYNT Y MOR
53.446,-3.532,GWYNT Y MOR
53.44,-3.559,GWYNT Y MOR
53.44,-3.594,GWYNT Y MOR
53.452,-3.495,GWYNT Y MOR
53.48,-3.512,GWYNT Y MOR
53.479,-3.633,GWYNT Y MOR
53.446,-3.511,GWYNT Y MOR
53.474,-3.506,GWYNT Y MOR
53.434,-3.621,GWYNT Y MOR
53.44,-3.548,GWYNT Y MOR
53.44,-3.637,GWYNT Y MOR
53.434,-3.632,GWYNT Y MOR
53.491,-3.555,GWYNT Y MOR
53.485,-3.527,GWYNT Y MOR
53.435,-3.564,GWYNT Y MOR
53.429,-3.626,GWYNT Y MOR
53.491,-3.544,GWYNT Y MOR
53.44,-3.627,GWYNT Y MOR
53.481,-3.508,GWYNT Y MOR
53.429,-3.616,GWYNT Y MOR
53.962,2.052,HORNSEA 2
53.958,2.014,HORNSEA 2
53.975,2.054,HORNSEA 2
53.979,2.03,HORNSEA 2
53.969,2.003,HORNSEA 2
53.962,1.885,HORNSEA 2
53.952,1.938,HORNSEA 2
53.981,1.989,HORNSEA 2
53.983,1.971,HORNSEA 2
53.886,1.992,HORNSEA 1
53.94,1.909,HORNSEA 2
53.974,2.039,HORNSEA 2
53.932,1.96,HORNSEA 2
53.983,1.945,HORNSEA 2
53.933,1.917,HORNSEA 2
53.936,1.997,HORNSEA 2
53.981,2.003,HORNSEA 2
53.957,1.849,HORNSEA 2
53.94,1.951,HORNSEA 2
53.974,2.081,HORNSEA 2
53.928,2.006,HORNSEA 2
53.965,2.089,HORNSEA 2
53.463,-3.57,GWYNT Y MOR
53.945,1.987,HORNSEA 2
53.964,1.925,HORNSEA 2
53.956,1.809,HORNSEA 2
53.949,1.9,HORNSEA 2
53.965,1.965,HORNSEA 2
53.956,1.976,HORNSEA 2
53.458,-3.478,GWYNT Y MOR
53.948,2.026,HORNSEA 2
53.974,1.914,HORNSEA 2
54.002,1.709,HORNSEA 2
53.982,1.704,HORNSEA 2
53.968,1.837,HORNSEA 2
53.986,1.871,HORNSEA 2
53.998,1.754,HORNSEA 2
53.915,1.578,HORNSEA 2
53.988,1.827,HORNSEA 2
54.003,1.681,HORNSEA 2
53.938,1.601,HORNSEA 2
53.943,1.823,HORNSEA 2
53.936,1.574,HORNSEA 2
53.946,1.698,HORNSEA 2
53.907,1.636,HORNSEA 2
54.001,1.726,HORNSEA 2
53.97,1.877,HORNSEA 2
53.978,1.826,HORNSEA 2
53.9,1.643,HORNSEA 2
53.986,1.851,HORNSEA 2
53.986,1.733,HORNSEA 2
53.976,1.786,HORNSEA 2
53.902,1.565,HORNSEA 2
53.991,1.806,HORNSEA 2
53.985,1.933,HORNSEA 2
53.948,1.859,HORNSEA 2
53.986,1.894,HORNSEA 2
53.902,1.592,HORNSEA 2
53.966,1.798,HORNSEA 2
53.989,1.679,HORNSEA 2
53.995,1.772,HORNSEA 2
53.985,1.776,HORNSEA 2
53.986,1.914,HORNSEA 2
53.95,1.559,HORNSEA 2
53.907,1.469,HORNSEA 2
53.953,1.645,HORNSEA 2
53.934,1.485,HORNSEA 2
53.951,1.618,HORNSEA 2
53.938,1.458,HORNSEA 2
53.985,1.451,HORNSEA 2
53.915,1.627,HORNSEA 2
53.932,1.639,HORNSEA 2
53.975,1.531,HORNSEA 2
53.922,1.543,HORNSEA 2
53.977,1.508,HORNSEA 2
53.963,1.476,HORNSEA 2
53.988,1.496,HORNSEA 2
53.923,1.475,HORNSEA 2
53.927,1.614,HORNSEA 2
53.924,1.647,HORNSEA 2
53.987,1.517,HORNSEA 2
53.943,1.679,HORNSEA 2
53.951,1.489,HORNSEA 2
53.949,1.589,HORNSEA 2
53.999,1.483,HORNSEA 2
53.916,1.596,HORNSEA 2
53.932,1.465,HORNSEA 2
53.948,1.514,HORNSEA 2
53.972,1.466,HORNSEA 2
54.001,1.455,HORNSEA 2
53.916,1.458,HORNSEA 2
53.952,1.465,HORNSEA 2
54.007,1.448,HORNSEA 2
53.907,1.539,HORNSEA 2
53.921,1.5,HORNSEA 2
54,1.502,HORNSEA 2
53.96,1.683,HORNSEA 2
54.004,1.611,HORNSEA 2
53.988,1.652,HORNSEA 2
53.956,1.532,HORNSEA 2
54.006,1.525,HORNSEA 2
53.963,1.574,HORNSEA 2
53.998,1.565,HORNSEA 2
53.995,1.599,HORNSEA 2
54.002,1.636,HORNSEA 2
54.005,1.588,HORNSEA 2
53.979,1.587,HORNSEA 2
53.987,1.47,HORNSEA 2
54.005,1.557,HORNSEA 2
53.962,1.499,HORNSEA 2
53.962,1.454,HORNSEA 2
53.897,1.458,HORNSEA 2
53.989,1.544,HORNSEA 2
53.86,1.591,HORNSEA 2
53.965,1.654,HORNSEA 2
53.858,1.615,HORNSEA 2
53.99,1.627,HORNSEA 2
53.965,1.602,HORNSEA 2
53.888,1.628,HORNSEA 2
54,1.532,HORNSEA 2
54.007,1.475,HORNSEA 2
53.991,1.573,HORNSEA 2
53.967,1.631,HORNSEA 2
53.975,1.559,HORNSEA 2
53.981,1.615,HORNSEA 2
54.006,1.496,HORNSEA 2
53.979,1.458,HORNSEA 2
53.976,1.643,HORNSEA 2
53.836,1.617,HORNSEA 2
53.889,1.606,HORNSEA 2
53.891,1.556,HORNSEA 2
53.868,1.582,HORNSEA 2
53.841,1.633,HORNSEA 2
53.865,1.562,HORNSEA 2
53.899,1.502,HORNSEA 2
53.936,1.528,HORNSEA 2
53.881,1.544,HORNSEA 2
53.846,1.606,HORNSEA 2
53.869,1.628,HORNSEA 2
53.838,1.487,HORNSEA 2
53.863,1.496,HORNSEA 2
53.867,1.514,HORNSEA 2
53.857,1.548,HORNSEA 2
53.883,1.496,HORNSEA 2
53.838,1.457,HORNSEA 2
53.885,1.517,HORNSEA 2
53.836,1.594,HORNSEA 2
53.837,1.526,HORNSEA 2
53.862,1.636,HORNSEA 2
53.85,1.487,HORNSEA 2
53.846,1.561,HORNSEA 2
53.881,1.589,HORNSEA 2
53.836,1.548,HORNSEA 2
53.838,1.57,HORNSEA 2
53.843,1.587,HORNSEA 2
53.921,1.523,HORNSEA 2
53.878,1.639,HORNSEA 2
53.848,1.626,HORNSEA 2
53.837,1.503,HORNSEA 2
53.837,1.472,HORNSEA 2
50.658,-0.278,RAMPION
50.666,-0.29,RAMPION
50.673,-0.292,RAMPION
50.671,-0.349,RAMPION
50.679,-0.323,RAMPION
50.68,-0.294,RAMPION
50.685,-0.219,RAMPION
50.687,-0.229,RAMPION
50.681,-0.333,RAMPION
50.664,-0.212,RAMPION
50.676,-0.341,RAMPION
50.664,-0.28,RAMPION
50.656,-0.267,RAMPION
50.659,-0.288,RAMPION
50.661,-0.298,RAMPION
50.655,-0.296,RAMPION
50.673,-0.36,RAMPION
50.649,-0.265,RAMPION
50.653,-0.218,RAMPION
50.667,-0.329,RAMPION
50.651,-0.275,RAMPION
50.685,-0.286,RAMPION
50.65,-0.237,RAMPION
50.651,-0.343,RAMPION
50.646,-0.351,RAMPION
50.658,-0.316,RAMPION
50.662,-0.337,RAMPION
50.65,-0.304,RAMPION
50.663,-0.308,RAMPION
50.66,-0.327,RAMPION
50.67,-0.311,RAMPION
50.687,-0.297,RAMPION
50.688,-0.268,RAMPION
50.652,-0.247,RAMPION
50.677,-0.313,RAMPION
50.648,-0.294,RAMPION
50.656,-0.306,RAMPION
50.655,-0.335,RAMPION
50.68,-0.362,RAMPION
50.674,-0.331,RAMPION
50.678,-0.352,RAMPION
50.665,-0.319,RAMPION
50.664,-0.347,RAMPION
50.647,-0.255,RAMPION
50.654,-0.325,RAMPION
50.675,-0.303,RAMPION
50.652,-0.286,RAMPION
50.683,-0.344,RAMPION
50.638,-0.31,RAMPION
50.64,-0.32,RAMPION
50.667,-0.358,RAMPION
50.635,-0.328,RAMPION
50.686,-0.325,RAMPION
54.003,-3.308,BARROW
50.652,-0.314,RAMPION
50.642,-0.33,RAMPION
50.659,-0.355,RAMPION
50.684,-0.315,RAMPION
54.003,-3.292,BARROW
54.006,-3.297,BARROW
50.682,-0.305,RAMPION
50.688,-0.335,RAMPION
50.688,-0.343,RAMPION
50.689,-0.307,RAMPION
50.639,-0.349,RAMPION
54,-3.302,BARROW
50.645,-0.312,RAMPION
50.669,-0.339,RAMPION
50.657,-0.345,RAMPION
50.647,-0.322,RAMPION
50.649,-0.333,RAMPION
53.999,-3.319,BARROW
53.997,-3.281,BARROW
53.977,-3.296,BARROW
50.685,-0.354,RAMPION
54,-3.286,BARROW
54.005,-3.314,BARROW
50.691,-0.317,RAMPION
50.643,-0.302,RAMPION
50.672,-0.321,RAMPION
53.996,-3.313,BARROW
53.991,-3.269,BARROW
53.988,-3.28,BARROW
53.975,-3.29,BARROW
53.986,-3.312,BARROW
58.26,-2.93,BEATRICE
53.991,-3.286,BARROW
53.993,-3.307,BARROW
53.995,-3.329,BARROW
55.146,-1.421,BLYTH
55.135,-1.49,BLYTH
53.98,-3.301,BARROW
53.984,-3.291,BARROW
58.222,-2.978,BEATRICE
53.983,-3.307,BARROW
54.009,-3.303,BARROW
53.489,-3.178,BURBO BANK
53.992,-3.324,BARROW
53.989,-3.318,BARROW
53.997,-3.297,BARROW
53.99,-3.302,BARROW
53.994,-3.291,BARROW
53.492,-3.216,BURBO BANK
53.492,-3.2,BURBO BANK
53.492,-3.184,BURBO BANK
53.981,-3.285,BARROW
58.239,-2.937,BEATRICE
55.137,-1.491,BLYTH
53.985,-3.274,BARROW
53.994,-3.275,BARROW
53.987,-3.296,BARROW
53.478,-3.16,BURBO BANK
53.482,-3.166,BURBO BANK
53.502,-3.203,BURBO BANK
53.485,-3.188,BURBO BANK
53.495,-3.206,BURBO BANK
53.499,-3.213,BURBO BANK
53.485,-3.306,BURBO BANK EXTENSION
53.475,-3.185,BURBO BANK
53.492,-3.266,BURBO BANK EXTENSION
53.488,-3.194,BURBO BANK
53.493,-3.337,BURBO BANK EXTENSION
53.474,-3.287,BURBO BANK EXTENSION
53.485,-3.204,BURBO BANK
53.481,-3.197,BURBO BANK
53.482,-3.182,BURBO BANK
53.493,-3.29,BURBO BANK EXTENSION
53.499,-3.197,BURBO BANK
53.495,-3.222,BURBO BANK
53.482,-3.15,BURBO BANK
53.495,-3.191,BURBO BANK
53.49,-3.352,BURBO BANK EXTENSION
53.488,-3.21,BURBO BANK
53.475,-3.25,BURBO BANK EXTENSION
53.496,-3.363,BURBO BANK EXTENSION
53.478,-3.175,BURBO BANK
53.502,-3.219,BURBO BANK
53.501,-3.373,BURBO BANK EXTENSION
53.485,-3.156,BURBO BANK
53.485,-3.172,BURBO BANK
53.483,-3.27,BURBO BANK EXTENSION
53.478,-3.191,BURBO BANK
53.238,1.426,DUDGEON
53.265,1.395,DUDGEON
53.275,1.426,DUDGEON
53.248,1.404,DUDGEON
53.25,1.429,DUDGEON
53.271,1.436,DUDGEON
53.221,1.407,DUDGEON
53.236,1.402,DUDGEON
53.259,1.444,DUDGEON
53.271,1.408,DUDGEON
53.277,1.397,DUDGEON
53.266,1.419,DUDGEON
53.309,1.334,DUDGEON
53.226,1.425,DUDGEON
53.28,1.417,DUDGEON
53.284,1.408,DUDGEON
53.262,1.32,DUDGEON
53.288,1.399,DUDGEON
53.253,1.393,DUDGEON
53.226,1.398,DUDGEON
53.252,1.444,DUDGEON
53.258,1.33,DUDGEON
53.297,1.38,DUDGEON
53.267,1.445,DUDGEON
53.262,1.346,DUDGEON
53.243,1.415,DUDGEON
53.212,1.427,DUDGEON
53.231,1.414,DUDGEON
53.261,1.43,DUDGEON
53.305,1.362,DUDGEON
53.292,1.389,DUDGEON
53.217,1.417,DUDGEON
53.241,1.391,DUDGEON
53.269,1.359,DUDGEON
53.279,1.337,DUDGEON
53.283,1.321,DUDGEON
53.31,1.352,DUDGEON
53.303,1.341,DUDGEON
53.269,1.32,DUDGEON
53.301,1.371,DUDGEON
53.292,1.363,DUDGEON
53.297,1.352,DUDGEON
53.287,1.374,DUDGEON
53.235,1.378,DUDGEON
53.23,1.388,DUDGEON
53.244,1.359,DUDGEON
53.29,1.322,DUDGEON
53.248,1.349,DUDGEON
53.276,1.321,DUDGEON
53.297,1.323,DUDGEON
53.275,1.372,DUDGEON
53.267,1.335,DUDGEON
53.274,1.348,DUDGEON
53.314,1.343,DUDGEON
53.253,1.339,DUDGEON
53.257,1.358,DUDGEON
53.286,1.35,DUDGEON
53.264,1.37,DUDGEON
53.247,1.38,DUDGEON
53.282,1.385,DUDGEON
53.305,1.323,DUDGEON
53.28,1.361,DUDGEON
53.291,1.339,DUDGEON
53.27,1.384,DUDGEON
51.932,2.072,GALLOPER
51.913,2.069,GALLOPER
51.907,2.005,GALLOPER
51.993,2.036,GALLOPER
51.942,2.074,GALLOPER
51.953,2.06,GALLOPER
53.239,1.369,DUDGEON
51.96,2.093,GALLOPER
51.941,2.09,GALLOPER
51.995,2.004,GALLOPER
51.923,2.071,GALLOPER
53.258,1.382,DUDGEON
51.933,2.057,GALLOPER
53.252,1.369,DUDGEON
51.917,2.006,GALLOPER
51.951,2.076,GALLOPER
51.931,2.088,GALLOPER
53.144,1.121,SHERINGHAM SHOAL
53.127,1.176,SHERINGHAM SHOAL
56.274,-2.253,NEART NA GAOITHE
56.244,-2.24,NEART NA GAOITHE
51.438,1.622,THANET
54.045,-3.502,WALNEY 1
54.08,-3.575,WALNEY 2
54.053,-3.655,WALNEY EXTENSION 4
51.602,1.535,LONDON ARRAY
51.63,1.437,LONDON ARRAY
54.079,-3.411,ORMONDE
54.747,-3.693,ROBIN RIGG
50.693,-0.26,RAMPION
58.257,-2.896,BEATRICE
58.25,-2.881,BEATRICE
51.914,1.943,GREATER GABBARD
51.787,1.958,GREATER GABBARD
53.805,0.133,WESTERMOST ROUGH
53.628,0.936,HORNSEA 1
53.659,0.253,HUMBER GATEWAY
53.989,-3.433,WEST OF DUDDON SANDS
56.585,-1.759,SEAGREEN
54.783,1.86,Dogger Bank A
56.573,-1.802,SEAGREEN
53.877,2.103,HORNSEA 1
53.891,1.714,HORNSEA 1
53.878,1.895,HORNSEA 1
52.249,2.506,EAST ANGLIA ONE
54.095,-3.855,WALNEY EXTENSION 3
58.126,-2.764,MORAY EAST
53.939,1.631,HORNSEA 2
53.633,0.932,HORNSEA 2
58.217,-2.737,MORAY EAST
58.165,-2.658,MORAY EAST
53.485,0.798,TRITON KNOLL
53.451,0.89,TRITON KNOLL
53.296,0.809,RACE BANK
53.255,0.867,RACE BANK
51.952,2.02,GALLOPER
51.73,1.238,GUNFLEET SANDS 1
53.466,-3.541,GWYNT Y MOR
53.437,-3.624,GWYNT Y MOR
53.988,-3.27,BARROW
53.486,-3.275,BURBO BANK EXTENSION
53.265,1.379,DUDGEON
